"customerID","gender","tenure","PhoneService","MultipleProducts","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","UsingSocial","SupportMovies","TimeUsingProduct","PaperlessBilling","PaymentMethod","MonthlyCharges","WorkaroundIntensity","IsLeadUser"
"0203-HHYIJ","Male",25,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",25.3,676.35,"No"
"0952-KMEEH","Male",13,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","No","Mailed check",98.15,1230.25,"No"
"8178-EYZUO","Male",46,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",93.7,4154.8,"No"
"5130-IEKQT","Male",25,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Mailed check",105.95,2655.25,"No"
"3230-WYKIR","Male",18,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",82,1425.45,"No"
"0407-BDJKB","Male",60,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",95.75,5742.9,"No"
"9600-UDOPK","Male",30,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",94.05,2866.45,"No"
"4074-SJFFA","Female",1,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",54.75,54.75,"No"
"3269-ATYWD","Male",39,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.65,3759.05,"No"
"4910-GMJOT","Female",1,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.6,94.6,"No"
"0354-WYROK","Female",31,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",98.9,2911.3,"No"
"7576-OYWBN","Male",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",76.05,231.8,"No"
"0164-APGRB","Female",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",114.9,8496.7,"Yes"
"5539-TMZLF","Male",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.75,69.75,"No"
"4323-SADQS","Male",7,"No","No phone service","DSL","Yes","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",34.5,279.25,"No"
"4446-BZKHU","Male",61,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.55,6281.45,"No"
"5202-IVJNU","Female",39,"No","No phone service","DSL","No","No","Yes","No","No","No","Month-to-month","No","Credit card (automatic)",30.1,1131.3,"No"
"5976-JCJRH","Male",10,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.3,738.2,"No"
"0137-OCGAB","Female",1,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",80.2,80.2,"No"
"3351-NQLDI","Female",67,"Yes","Yes","Fiber optic","Yes","No","No","Yes","No","Yes","One year","Yes","Credit card (automatic)",94.35,6341.45,"No"
"7593-JNWRU","Male",6,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",44.6,260.8,"No"
"4588-YBNIB","Female",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.6,19.6,"No"
"3336-JORSO","Female",33,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",110.45,3655.45,"No"
"5028-GZLDO","Male",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",70.7,140.7,"No"
"6861-XWTWQ","Male",7,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.25,665.45,"No"
"4837-QUSFT","Female",65,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",100.15,6643.5,"Yes"
"6877-TJMBR","Male",1,"Yes","No","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",84.8,84.8,"No"
"6769-DCQLI","Male",52,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",105,5426.85,"No"
"2433-KMEAS","Male",22,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",54.45,1127.35,"No"
"2195-ZRVAX","Female",47,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",85.3,4045.65,"No"
"3550-SAHFP","Female",33,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",83.35,2757.85,"No"
"2011-TRQYE","Male",18,"No","No phone service","DSL","No","Yes","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",33.5,600,"No"
"4873-ILOLJ","Male",24,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",90.35,2238.5,"No"
"2725-KXXWT","Male",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",90.75,90.75,"No"
"9565-DJPIB","Female",4,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","No","Mailed check",89.6,365.65,"No"
"3166-PNEOF","Female",61,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",86.45,5175.3,"Yes"
"8348-HFYIV","Male",2,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",49.25,90.35,"No"
"8414-OOEEL","Male",66,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",79.5,5196.1,"Yes"
"6849-WLEYG","Male",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.75,19.75,"No"
"4659-NZRUF","Female",19,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",95.15,1789.25,"No"
"4531-AUZNK","Female",51,"Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","No","One year","Yes","Mailed check",95.15,5000.05,"Yes"
"4191-XOVOM","Male",63,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","No","Electronic check",105.4,6713.2,"Yes"
"8429-XIBUM","Male",22,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",101.35,2317.1,"No"
"2608-BHKFN","Female",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",70.05,266.9,"No"
"7341-LXCAF","Male",4,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.65,301.4,"No"
"9462-MJUAW","Male",4,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",50.4,206.6,"No"
"8128-YVJRG","Female",7,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",79.65,604.7,"No"
"4283-FUTGF","Male",19,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",79.85,1471.75,"No"
"1569-TTNYJ","Male",5,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",78.75,412.1,"No"
"2397-BRLOM","Male",8,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",80.45,583.45,"No"
"4749-VFKVB","Female",1,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",50.1,50.1,"No"
"7598-UAASY","Male",2,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",76.4,151.8,"No"
"7938-OUHIO","Male",3,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",98.7,293.65,"No"
"8510-AWCXC","Female",13,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.8,1308.1,"No"
"0431-APWVY","Female",28,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",90.1,2598.95,"No"
"3426-NIYYL","Male",15,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",51.55,765.5,"No"
"8225-BTJAU","Male",10,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",79.25,793.55,"No"
"3387-VATUS","Male",5,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",94.85,462.8,"No"
"1143-NMNQJ","Female",2,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.7,169.8,"No"
"5074-FBGHB","Male",64,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",104.65,6889.8,"Yes"
"0415-MOSGF","Female",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",44.4,44.4,"No"
"1724-BQUHA","Male",5,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.5,477.7,"No"
"4826-XTSOH","Male",1,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",86.05,86.05,"No"
"2495-INZWQ","Male",4,"No","No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",44.55,174.3,"No"
"4139-SUGLD","Male",31,"No","No phone service","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",35.4,1077.5,"No"
"6857-VWJDT","Female",1,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Mailed check",95.65,95.65,"No"
"5624-BQSSA","Female",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.95,20.95,"No"
"2408-WITXK","Female",10,"No","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",34.7,329.8,"No"
"5577-OTWWW","Female",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",19.75,297.3,"No"
"6100-QQHEB","Male",17,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",92.55,1515.1,"No"
"2634-HCZGT","Male",53,"Yes","Yes","DSL","Yes","No","No","Yes","No","No","One year","Yes","Electronic check",60.05,3229.65,"No"
"7503-QQRVF","Male",16,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",74.3,1178.25,"No"
"2691-NZETQ","Male",9,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",85.35,758.6,"No"
"4404-HIBDJ","Female",25,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","One year","No","Mailed check",74.3,1863.8,"No"
"7295-JOMMD","Female",4,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",98.1,396.3,"No"
"5013-SBUIH","Female",50,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Electronic check",109.65,5551.15,"No"
"0709-TVGUR","Female",9,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.55,622.9,"No"
"0058-EVZWM","Female",55,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",89.8,4959.6,"Yes"
"6023-YEBUP","Male",3,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.95,329.95,"No"
"7209-JCUDS","Male",10,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.9,1048.85,"No"
"3001-CBHLQ","Male",32,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",104.9,3351.55,"No"
"6158-DWPZT","Male",9,"No","No phone service","DSL","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",24.1,259.8,"No"
"3259-QMXUN","Male",58,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",86.1,4890.5,"Yes"
"3763-GCZHZ","Male",66,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",104.05,6890,"No"
"0772-GYEQQ","Male",3,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","Mailed check",88.35,262.05,"No"
"0536-ACXIP","Female",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",109.55,8165.1,"Yes"
"4831-EOBFE","Male",29,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",94.65,2649.15,"No"
"4102-OQUPX","Male",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.4,74.4,"No"
"9170-GYZJC","Female",41,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Month-to-month","No","Credit card (automatic)",79.9,3326.2,"No"
"3999-QGRJH","Male",8,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.7,560.85,"No"
"2454-RPBRZ","Female",12,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",98.1,1060.2,"No"
"2002-MZHWP","Female",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.5,20.5,"No"
"2265-CYWIV","Female",4,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.6,347.65,"No"
"2004-OCQXK","Female",1,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",81.95,81.95,"No"
"5027-QPKTE","Male",7,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.35,451.1,"No"
"2672-HUYVI","Female",6,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",91.1,455.3,"No"
"7508-MYBOG","Male",14,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",86.1,1235.55,"No"
"0148-DCDOS","Male",25,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",94.7,2362.1,"No"
"9992-RRAMN","Male",22,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.1,1873.7,"No"
"0310-MVLET","Female",61,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.15,6010.05,"No"
"4550-VBOFE","Male",70,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",102.95,7101.5,"No"
"5696-QURRL","Male",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.05,45.05,"No"
"7409-KIUTL","Female",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",71,71,"No"
"1732-VHUBQ","Female",47,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",70.55,3309.25,"No"
"0495-RVCBF","Female",1,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",79.7,79.7,"No"
"7854-EDSSA","Male",22,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",59,1254.7,"No"
"8869-TORSS","Female",48,"Yes","No","DSL","Yes","No","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",60.35,2896.4,"No"
"6164-HAQTX","Male",71,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Bank transfer (automatic)",53.95,3888.65,"Yes"
"0679-IDSTG","Female",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.25,69.25,"No"
"2115-BFTIW","Male",25,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",70.95,1767.35,"No"
"0611-DFXKO","Male",20,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",89,1820.45,"No"
"7780-OTDSO","Male",18,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.4,1742.95,"No"
"9747-DDZOS","Female",1,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)",73.5,73.5,"No"
"6203-HBZPA","Male",52,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",63.9,3334.95,"Yes"
"0564-JJHGS","Male",9,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.5,829.1,"No"
"3348-CFRNX","Female",28,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",92.35,2602.9,"No"
"1428-GTBJJ","Male",11,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",74.55,824.75,"No"
"5294-IMHHT","Male",53,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","One year","No","Bank transfer (automatic)",97.75,5043.2,"Yes"
"8802-UNOJF","Male",12,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",83.8,1029.75,"No"
"6313-GIDIT","Male",53,"No","No phone service","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",54.45,2854.55,"No"
"2845-AFFTX","Male",41,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.8,4259.3,"No"
"2249-YPRNG","Female",20,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",105.85,2239.65,"No"
"7410-YTJIK","Female",7,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",75.45,480.75,"No"
"4626-GYCZP","Male",7,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.85,635.6,"No"
"5590-BYNII","Male",22,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.75,2095,"No"
"3237-AJGEH","Female",3,"No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",31,95.05,"No"
"1591-NFNLQ","Male",51,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Credit card (automatic)",80,4242.35,"No"
"2815-CPTUL","Male",5,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.25,331.9,"No"
"0596-BQCEQ","Female",62,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.15,6283.3,"No"
"1481-ZUWZA","Male",28,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",94.5,2659.4,"No"
"9786-IJYDL","Female",35,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",113.2,3914.05,"Yes"
"2309-OSFEU","Male",10,"No","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",33.9,298.45,"No"
"1891-FZYSA","Male",69,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",89.95,6143.15,"No"
